licence_ref,description,lcensee_name,trading_name,address_1,address_2,address_3,county
1004298,Marked Fuel Trader's Licence                                                                        ,SEAN QUINN,QUINNS,CARRICKBOY,NA,NA,CO. LONGFORD
1011103,Marked Fuel Trader's Licence                                                                        ,PH ENTERTAINMENT LIMITED,HANLONS GALA N55,PARKSIDE,MOSTRIM ROAD,BALLYMAHON,CO. LONGFORD
1003958,Marked Fuel Trader's Licence                                                                        ,PARKES GARAGE LTD,LONGFORD OIL,MINARD,SLIGO ROAD,LONGFORD,CO. LONGFORD
1015394,Marked Fuel Trader's Licence                                                                        ,NEXT GEN RETAIL LIMITED,MAXOL BALLYMAHON,RATHMORE,BALLYMAHON,NA,CO. LONGFORD
1003973,Marked Fuel Trader's Licence                                                                        ,NALLY'S FORECOURT LIMITED,NALLY'S FORECOURT LTD,MAIN STREET,BALLYMAHON,NA,CO. LONGFORD
1006647,Marked Fuel Trader's Licence                                                                        ,MICHEAL CARRIGY,CARRIGYS VILLAGE STORES,BALLINALEE,NA,NA,CO. LONGFORD
1005273,Marked Fuel Trader's Licence                                                                        ,MICHAEL KEARNEY,NA,DUBLIN ROAD,GRANARD,NA,CO. LONGFORD
1003936,Marked Fuel Trader's Licence                                                                        ,MAC- CAS LIMITED,MAC- CAS LIMITED,BALLYMAHON ROAD,KNOCK,LANESBORO,CO. LONGFORD
1006646,Marked Fuel Trader's Licence                                                                        ,KEEGAN FUEL LTD,KEEGAN FUEL LTD,LISRYAN,GRANARD,NA,CO. LONGFORD
1005525,Marked Fuel Trader's Licence                                                                        ,KANES AUTOS LTD,KANES AUTOS LTD,LONGFORD ROAD,EDGEWORTHSTOWN,NA,CO. LONGFORD
1004642,Marked Fuel Trader's Licence                                                                        ,JOHN J BYRNE,BYRNE'S LOUGH FORBES,BATTERY ROAD,LONGFORD,NA,CO. LONGFORD
1005973,Marked Fuel Trader's Licence                                                                        ,JOHN E MACKEN,MACKENS FILLING STATION,BARRACK STREET,GRANARD,NA,CO. LONGFORD
1003972,Marked Fuel Trader's Licence                                                                        ,GERARD WHYTE,WHYTES SUPERMARKET,LEGAN,NA,NA,CO. LONGFORD
1009876,Marked Fuel Trader's Licence                                                                        ,FOX'S GALA LIMITED,NA,BALLINALEE,NA,NA,CO. LONGFORD
1005678,Marked Fuel Trader's Licence                                                                        ,DYMPNA MURPHY,CROSSROADS INN,LISRYAN,GRANARD,NA,CO. LONGFORD
1005448,Marked Fuel Trader's Licence                                                                        ,DOLORES WALSH,WALSH'S COSTCUTTER,SMEAR,AUGHNACLIFFE,NA,CO. LONGFORD
1007959,Marked Fuel Trader's Licence                                                                        ,DESIGN WELL LTD,HANLON'S GALA,DUBLIN ROAD,LONGFORD,NA,CO. LONGFORD
1005934,Marked Fuel Trader's Licence                                                                        ,D&B CORRIGAN LTD,CORRIGAN FUEL SERVICES,LEGGA,MOYNE,NA,CO. LONGFORD
1009908,Marked Fuel Trader's Licence                                                                        ,CORRIGANS SERVICE STATION LIMITED,CORRIGANS SERVICE STATION LIMITED,LEGGA,MOYNE,NA,CO. LONGFORD
1004587,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,CORRIB OIL CO LTD,UNIT UU1,CONDOUR BUS PARK,LONGFORD,CO. LONGFORD
1005122,Marked Fuel Trader's Licence                                                                        ,CAMLIN SERVICES LIMITED,CAMLIN SERVICE STATION,DUBLIN ROAD,NA,NA,CO. LONGFORD
1008193,Marked Fuel Trader's Licence                                                                        ,BRIAN MCCORMACK,MCCORMACK FUELS,GOSHEN HOUSE,EDGESWORTHTOWN,NA,CO. LONGFORD
1005229,Marked Fuel Trader's Licence                                                                        ,BRIAN EGAN & LIZZIE TULLY,EGAN TYRES & SERVICE STATION,TERLICKEN,BALLYMAHON,NA,CO. LONGFORD
1015577,Marked Fuel Trader's Licence                                                                        ,ALLSTAR MOTORS LTD,LONGFORD MOTORS,STROKESTOWN ROAD,LONGFORD,NA,CO. LONGFORD
1014443,Marked Fuel Trader's Licence                                                                        ,VALERO ENERGY (IRELAND) LIMITED,VALERO ENERGY (IRELAND) LIMITED,NIALL CLARKE OILS,BALLYMASCANLON,DUNDALK,CO. LOUTH
1005908,Marked Fuel Trader's Licence                                                                        ,TOPAZ (LOCAL FUELS) LIMITED,NA,TOPAZ LOCAL FUELS,NORTH ROAD,DROGHEDA,CO. LOUTH
1004527,Marked Fuel Trader's Licence                                                                        ,TIGER OIL CO LTD,TIGER OIL CO LTD,UNIT 43 BOYNE BUSINESS PARK,GREENHILLS,DROGHEDA,CO. LOUTH
1004925,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS,TOP DROGHEDA,NEWGRANGE BUSINESS PARK,DONORE ROAD,DROGHEDA,CO. LOUTH
1005056,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS,TOP DUNDALK NORTHBOUND,M1 NORTHBOUND,DROMISKIN,DUNDALK,CO. LOUTH
1005049,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,TOP DUNDALK SOUTHBOUND,M1 SOUTHBOUND,DROMISKIN,DUNDALK,CO. LOUTH
1009691,Marked Fuel Trader's Licence                                                                        ,TAIN STORES LIMITED,NA,NEWRY ROAD,DUNDALK,NA,CO. LOUTH
1007284,Marked Fuel Trader's Licence                                                                        ,TAIN STORES LIMITED,NA,CROSSROADS,KNOCKNAGORAN,OMEATH,CO. LOUTH
1004537,Marked Fuel Trader's Licence                                                                        ,SILVERSTREAM SERVICE STATION LTD.,ESSO OMEATH,KNOCKNAGORAN,OMEATH,NA,CO. LOUTH
1004855,Marked Fuel Trader's Licence                                                                        ,SEAN & NIALL MURPHY,SEÁMUS MURPHY & SONS,BUSH,RIVERSTOWN,DUNDALK,CO. LOUTH
1004283,Marked Fuel Trader's Licence                                                                        ,RAYMOND PRUNTY,FORGE FILLING STATION,DUNDALK ROAD,CASTLEBELLINGHAM,NA,CO. LOUTH
1004284,Marked Fuel Trader's Licence                                                                        ,RAYMOND PRUNTY,GREENMOUNT SERVICE STATION,GREENMOUNT,CASTLEBELLINGHAM,NA,CO. LOUTH
1014038,Marked Fuel Trader's Licence                                                                        ,PETROGAS GROUP LTD,NA,ARDEE STREET,COLLON,NA,CO. LOUTH
1012165,Marked Fuel Trader's Licence                                                                        ,PETECOR LIMITED,NA,GREENORE ROAD,CARLINGFORD,DUNDALK,CO. LOUTH
1003978,Marked Fuel Trader's Licence                                                                        ,P CRILLY AND SONS LTD,P CRILLY AND SONS LTD,RAVENSDALE,DUNDALK,NA,CO. LOUTH
1005167,Marked Fuel Trader's Licence                                                                        ,NIALL CLARKE OIL LTD,ORIEL SERVICE STATION,DUBLIN ROAD,DUNDALK,NA,CO. LOUTH
1005351,Marked Fuel Trader's Licence                                                                        ,NIALL CLARKE FUELS LTD,BALLYMAC SERVICE STATION,AGHABOYS,BALLYMASCANLON,DUNDALK,CO. LOUTH
1004196,Marked Fuel Trader's Licence                                                                        ,MORGAN FUELS IRELAND LTD,MORGAN FUELS IRELAND LTD (CARRICKCARNON),CARRICKARNON,RAVENSDALE,DUNDALK,CO. LOUTH
1006108,Marked Fuel Trader's Licence                                                                        ,MCCRYSTAL'S (GROCERY) LTD,MCCRYSTAL'S (GROCERY) LTD,JENKINSTOWN,DUNDALK,NA,CO. LOUTH
1005387,Marked Fuel Trader's Licence                                                                        ,MC DONALDS OIL (DROMISKIN) LTD.,NA,COMMONS ROAD,DROMISKIN,NA,CO. LOUTH
1005243,Marked Fuel Trader's Licence                                                                        ,MALONE OIL PRODUCTS LTD,NA,GLEBE,ARDEE,NA,CO. LOUTH
1011169,Marked Fuel Trader's Licence                                                                        ,LISSAN COAL COMPANY(IRELAND) LTD,LISSAN COAL COMPANY IRELAND LTD,NEWRY ROAD,DUNDALK,NA,CO. LOUTH
1011168,Marked Fuel Trader's Licence                                                                        ,LISSAN COAL COMPANY(IRELAND) LTD,LISSAN COAL COMPANY IRELAND LTD,REDBARNS,DRUMCAR ROAD,DUNLEER,CO. LOUTH
1011896,Marked Fuel Trader's Licence                                                                        ,JUNCTION 20 INITIATIVE LIMITED,JUNCTION 20 INITIATIVE LTD,DROMAD,RAVENSDALE,DUNDALK,CO. LOUTH
1003959,Marked Fuel Trader's Licence                                                                        ,JONES OIL LTD,JONES OIL LTD,BARRACK STREET,DUNDALK,NA,CO. LOUTH
1004725,Marked Fuel Trader's Licence                                                                        ,JOHNNY QUIGLEY OILS LTD,JOHNNY QUIGLEY OILS LTD,NEWTOWNBALREGAN,DUNDALK,NA,CO. LOUTH
1004742,Marked Fuel Trader's Licence                                                                        ,JOHN KIRK JNR AND THOMAS KIRK,KIRKS SERVICE STATION,NEWRY ROAD,DUNDALK,NA,CO. LOUTH
1006497,Marked Fuel Trader's Licence                                                                        ,JOHN KIRK JNR & THOMAS KIRK,KIRKS SERVICE STATION,BALLYKELLY,DUNDALK,NA,CO. LOUTH
1012880,Marked Fuel Trader's Licence                                                                        ,JOHN DALY,KILKERLEY OIL SUPPLIES,RICES BRIDGE,KILKERLEY,DUNDALK,CO. LOUTH
1014344,Marked Fuel Trader's Licence                                                                        ,JENKINSTOWN OILS LIMITED,JENKINSTOWN OILS LTD,"NIALL CLARKE OILS, BALLYMASCANLON",RAVENSDALE,DUNDALK,CO. LOUTH
1012122,Marked Fuel Trader's Licence                                                                        ,JALLE FILLING STATION LIMITED,NA,CHAPEL ROAD,DROMISKIN,NA,CO. LOUTH
1007420,Marked Fuel Trader's Licence                                                                        ,J M MELL STORES LIMITED,MELL STORES XL,LOWER MELL,DROGHEDA,NA,CO. LOUTH
1004215,Marked Fuel Trader's Licence                                                                        ,J H MC LOUGHLIN (BALBRIGGAN) LTD,J H MC LOUGHLIN (BALBRIGGAN) LTD,SMITHSTOWN SERVICE STATION,SMITHSTOWN,DROGHEDA,CO. LOUTH
1004485,Marked Fuel Trader's Licence                                                                        ,HARRY COLLINS,EURO FUELS,CORNAMUCKLAGH,OMEATH,NA,CO. LOUTH
1009068,Marked Fuel Trader's Licence                                                                        ,GAGNOA LTD,FERDIA SERVICE STATION,KELLS ROAD,ARDEE,NA,CO. LOUTH
1009692,Marked Fuel Trader's Licence                                                                        ,FLANAGAN P & A MOTORS LTD,FLANAGAN P&A MOTORS LTD,DUBLIN ROAD,DUNDALK,NA,CO. LOUTH
1006184,Marked Fuel Trader's Licence                                                                        ,EMO OIL LIMITED,CALANI LTD,COES ROAD,DUNDALK,NA,CO. LOUTH
1011034,Marked Fuel Trader's Licence                                                                        ,E.K. FUELS LTD,NA,CARRICK ROAD,DUNDALK,NA,CO. LOUTH
1004357,Marked Fuel Trader's Licence                                                                        ,E.K FUELS LTD,E.K FUELS LTD,FORKHILL ROAD,LISDOO,DUNDALK,CO. LOUTH
1004374,Marked Fuel Trader's Licence                                                                        ,E. K FUELS LTD,E. K FUELS LTD,CARRICKEDMOND,KILCURRY,DUNDALK,CO. LOUTH
1004359,Marked Fuel Trader's Licence                                                                        ,DUNDALK QUALITY FUEL PRODUCTS LTD,DUNDALK QUALITY FUEL PRODUCTS LTD,DUNGOOLY,KILCURRY,DUNDALK,CO. LOUTH
1005057,Marked Fuel Trader's Licence                                                                        ,DUNDALK OIL PRODUCTS LTD,NA,UNIT 45 BREWERY BUSINESS PARK,ARDEE ROAD,DUNDALK,CO. LOUTH
1006443,Marked Fuel Trader's Licence                                                                        ,DUNDALK OIL PRODUCTS LIMITED,DFL OIL,TULLYALLEN,DROGHEDA,NA,CO. LOUTH
1013184,Marked Fuel Trader's Licence                                                                        ,D & B STORES LIMITED,NA,"TENURE,",DUNLEER,NA,CO. LOUTH
1004562,Marked Fuel Trader's Licence                                                                        ,COLM FINLAY,FINLAY FUEL DEPOT,IRISH STREET,ARDEE,NA,CO. LOUTH
1005019,Marked Fuel Trader's Licence                                                                        ,CARRICK ROAD SERVICE STATION LTD,NA,CARRICK ROAD,ARDEE,NA,CO. LOUTH
1004711,Marked Fuel Trader's Licence                                                                        ,CAMPUS OIL LTD,CAMPUS OIL LTD,MOSSTOWN,DUNLEER,NA,CO. LOUTH
1005924,Marked Fuel Trader's Licence                                                                        ,CALANI LTD,EMO OIL,COES ROAD,DUNDALK,NA,CO. LOUTH
1004278,Marked Fuel Trader's Licence                                                                        ,BRIAN MALONE FUELS LTD,TOPAZ,DUBLIN ROAD,ARDEE,NA,CO. LOUTH
1004800,Marked Fuel Trader's Licence                                                                        ,BELLURGAN SERVICE STATION LTD,BELLURGAN SERVICE STATION,NEW ROAD,BELLURGAN,DUNDALK,CO. LOUTH
1005221,Marked Fuel Trader's Licence                                                                        ,BARNBAY LTD,SPAR,CARRICK ROAD,DUNDALK,NA,CO. LOUTH
1011924,Marked Fuel Trader's Licence                                                                        ,APPLERED SERVICE STATION LTD,APPLERED SERVICE STATION LTD,MULLAMEELAN,ARDEE,NA,CO. LOUTH
1005179,Marked Fuel Trader's Licence                                                                        ,A MULLIGAN OILS LTD,NA,TATEETRA,NEWTOWNBALREGAN,DUNDALK,CO. LOUTH
1005098,Marked Fuel Trader's Licence                                                                        ,WILLIAM MC HALE,MICHAELS CONVENIENCE STORE,TOP FILLING STATION,BALLYVARY,CASTLEBR,CO. MAYO
1005540,Marked Fuel Trader's Licence                                                                        ,WESTERN FARMING DEVELOPMENT CO-OPERATIVE SOCIETY LTD,WESTERN FARMING DEVELOPMENT CO-OPERATIVE SOCIETY LTD,BALLA,NA,NA,CO. MAYO
1007860,Marked Fuel Trader's Licence                                                                        ,VALERO MARKETING IRELAND LTD,VALERO MARKETING IRELAND LTD,LISINISKA,FOXFORD,NA,CO. MAYO
1007862,Marked Fuel Trader's Licence                                                                        ,VALERO MARKETING IRELAND LTD,VALERO MARKETING IRELAND LTD,CLOONACASTLE,BALLINROBE,NA,CO. MAYO
1015152,Marked Fuel Trader's Licence                                                                        ,TRIPSIDE LIMITED,NA,MULRANNY ROAD,NEWPORT,NA,CO. MAYO
1015465,Marked Fuel Trader's Licence                                                                        ,TOM MORAN OIL LIMITED,NA,SPRINGVALE,ACHILL SOUND,ACHILL,CO. MAYO
1012357,Marked Fuel Trader's Licence                                                                        ,TILLYCORE LIMITED,NA,BALLYHAUNIS ROAD,CLAREMORRIS,NA,CO. MAYO
1004919,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS,TOP WESTPORT,THE FAIRGREEN,WESTPORT,NA,CO. MAYO
1003798,Marked Fuel Trader's Licence                                                                        ,TEDCASTLES OIL PRODUCTS,TOP SERVICE STATION (VIVO),GALWAY ROAD,CLAREMORRIS,NA,CO. MAYO
1005055,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,TOP HUGHES O'BOYLE OIL,CULLEENS,KILLALA ROAD,BALLINA,CO. MAYO
1005059,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,TOP BELMULLET,TALLAGH,BELMULLET,NA,CO. MAYO
1005083,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,BELMULLET SERVICE STATION,ATTICUNNANE,BELMULLET,NA,CO. MAYO
1005096,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,TOP BALLINA,CROSSMOLINA ROAD,BALLINA,NA,CO. MAYO
1005050,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,TOP CLAREMORRIS,MAJOR FUELS,LISDUFF,CLAREMORRIS,CO. MAYO
1005045,Marked Fuel Trader's Licence                                                                        ,TEDCASTLE OIL PRODUCTS,TOP CASTLEBAR OIL,MONEEN ROAD,CASTLEBAR,NA,CO. MAYO
1011809,Marked Fuel Trader's Licence                                                                        ,SUPERMACS IRELAND LTD,CHARLESTOWN SERVICE STATION,AIRPORT ROAD,CHARLESTOWN,NA,CO. MAYO
1004425,Marked Fuel Trader's Licence                                                                        ,SHUTTINGTON HOLDINGS LTD,SPAR EXPRESS CORRIB OIL CASTLEBAR,NEW RING ROAD,CASTLEBAR,NA,CO. MAYO
1004422,Marked Fuel Trader's Licence                                                                        ,SHUTTINGTON HOLDINGS LTD,SPAR EXPRESS CORRIB OIL SWINFORD,KILBRIDGE,SWINFORD,NA,CO. MAYO
1007685,Marked Fuel Trader's Licence                                                                        ,SHUTTINGTON HOLDINGS LTD,CORRIB OIL SPAR EXPRESS BALLYHAUNIS,CASTLEREA ROAD,BALLYHAUNIS,NA,CO. MAYO
1004424,Marked Fuel Trader's Licence                                                                        ,SHUTTINGTON HOLDINGS LTD,SPAR EXPRESS CORRIB OIL BALLINROBE,NEALE ROAD,BALLINROBE,NA,CO. MAYO
1004423,Marked Fuel Trader's Licence                                                                        ,SHUTTINGTON HOLDINGS LTD,SPAR EXPRESS CORRIB OIL WESTPORT,CASTLEBAR ROAD,WESTPORT,NA,CO. MAYO
1004451,Marked Fuel Trader's Licence                                                                        ,SHUTTINGTON HOLDINGS LIMITED,SPAR EXPRESS CORRIB OIL LOUISBURGH,MONEEN,LOUISBURGH,NA,CO. MAYO
1014040,Marked Fuel Trader's Licence                                                                        ,SB RETAIL STORES LIMITED,SB RETAIL STORES LIMITED,XL,LOWER MAIN STREET,SWINFORD,CO. MAYO
1003769,Marked Fuel Trader's Licence                                                                        ,RICHARD MITCHELL,MITCHELL'S,MOYGOWNAGH,BALLINA,NA,CO. MAYO
1005765,Marked Fuel Trader's Licence                                                                        ,RAYMOND CUNNIFFE,CUNNIFFE'S,MAIN STREET,KILKELLY,NA,CO. MAYO
1005942,Marked Fuel Trader's Licence                                                                        ,PKD RETAIL LTD,MACE / TOP OIL MONEEN,MONEEN,CASTLEBAR,NA,CO. MAYO
1014115,Marked Fuel Trader's Licence                                                                        ,PKD RETAIL CT LIMITED,PKD RETAIL CT LIMITED,LOWPARK,CHARLESTOWN,NA,CO. MAYO
1010082,Marked Fuel Trader's Licence                                                                        ,PETROGAS GROUP LTD,APPLEGREEN FOXFORD,FOXFORD,NA,NA,CO. MAYO
1009569,Marked Fuel Trader's Licence                                                                        ,PETROGAS GROUP LTD,APPLEGREEN SWINFORD,CARROWBAUN,SWINFORD,NA,CO. MAYO
1005714,Marked Fuel Trader's Licence                                                                        ,PETER & KEVIN MCDONNELL,KILLALA MOTORS,GEORGE STREET,KILLALA,NA,CO. MAYO
1005590,Marked Fuel Trader's Licence                                                                        ,PATRICK MACEVILLY,MACEVILLYS,KILLAWALLA,WESTPORT,NA,CO. MAYO
1005478,Marked Fuel Trader's Licence                                                                        ,NORTH MAYO CONSTRUCTION & HIRE COMPANY LTD,NORTH MAYO CONSTRUCTION / BALLINA TOOL HIRE/ MESCAL'S MACE,LORD EDWARD STREET,BALLINA,NA,CO. MAYO
1005768,Marked Fuel Trader's Licence                                                                        ,NEIL TOGHER,ERRIS FUELS,AUGHALASHEEN,BELMULLET,NA,CO. MAYO
1015255,Marked Fuel Trader's Licence                                                                        ,MOY FUEL OIL LIMITED,NA,CULLEENS,KILLALA ROAD,BALLINA,CO. MAYO
1010052,Marked Fuel Trader's Licence                                                                        ,MITCHELLS OF MOYGOWNAGH LIMITED,NA,MOYGOWNAGH,BALLINA,NA,CO. MAYO
1005769,Marked Fuel Trader's Licence                                                                        ,MICHAEL REILLY,MICHAEL REILLY OIL,CURRAGHMORE,BOFEENAUN,BALLINA,CO. MAYO
1005434,Marked Fuel Trader's Licence                                                                        ,MICHAEL LAVELLE,LAVELLE MOTORS,AUGHLEAM,BLACKSOD,BALLINA,CO. MAYO
1005713,Marked Fuel Trader's Licence                                                                        ,MICHAEL CORRIGAN,BALLINTUBBER STORE,BALLINTUBBER,CLAREMORRIS,NA,CO. MAYO
1005777,Marked Fuel Trader's Licence                                                                        ,MACS PLACE LTD,MACS PLACE,CASTLEBAR ROAD,WESTPORT,NA,CO. MAYO
1010748,Marked Fuel Trader's Licence                                                                        ,LORKAT LIMITED,LORKAT LTD,CARRABAWN,LEENANE ROAD,WESTPORT,CO. MAYO
1006696,Marked Fuel Trader's Licence                                                                        ,LEONARD'S STORES (LAHARDANE) LTD,LEONARD'S STORES (LAHARDANE) LTD,LAHARDANE,BALLINA,NA,CO. MAYO
1013139,Marked Fuel Trader's Licence                                                                        ,KNOCK PETROL PUMP LIMITED,NA,MAIN STREET,KNOCK,NA,CO. MAYO
1011587,Marked Fuel Trader's Licence                                                                        ,KNAPPAGH STORES LIMITED,KNAPPAGH STORES LTD,KNAPPAGH STORES,LEENANE ROAD,WESTPORT,CO. MAYO
1006012,Marked Fuel Trader's Licence                                                                        ,KILKELLY SERVICE STATION LTD,KILKELLY SERVICE STATION LTD,KNOCK ROAD,KILKELLY,NA,CO. MAYO
1006467,Marked Fuel Trader's Licence                                                                        ,KILKELLY OIL COMPANY LIMITED,KILKELLY OIL COMPANY LIMITED,BRIDGE STREET,KILKELLY,NA,CO. MAYO
1007297,Marked Fuel Trader's Licence                                                                        ,KIERAN & ANNE MULHERN,MULHERNS FILLING STATION,BALLINA STREET,CROSSMOLINA,NA,CO. MAYO
1007263,Marked Fuel Trader's Licence                                                                        ,KEVIN REAPE,NA,CHAPEL ROAD,FOXFORD,NA,CO. MAYO
1005470,Marked Fuel Trader's Licence                                                                        ,KEVIN CONNOR,NA,ERRIS ROAD,CROSSMOLINA,NA,CO. MAYO
1005541,Marked Fuel Trader's Licence                                                                        ,KAROL FAHEY,KJS FUEL STORE,HOLLYMOUNT,NA,NA,CO. MAYO
1013515,Marked Fuel Trader's Licence                                                                        ,K BROTHERS CONVENIENCE SHOPS LIMITED,K BROTHERS CONVENIENCE SHOPS LIMITED,KNOCK ROAD,THOMAS STREET,KILTIMAGH,CO. MAYO
1007384,Marked Fuel Trader's Licence                                                                        ,JUDGE WAY LTD,JUDGES DAYBREAK,SLIGO ROAD,BALLINA,NA,CO. MAYO
1003790,Marked Fuel Trader's Licence                                                                        ,JOYCE OIL LTD,JOYCE OIL LTD,LISDUFF,CLAREMORRIS,NA,CO. MAYO
1009393,Marked Fuel Trader's Licence                                                                        ,JONES OIL LTD,JONES OIL LTD,STATION ROAD,CLAREMORRIS,NA,CO. MAYO
1003927,Marked Fuel Trader's Licence                                                                        ,JONES OIL LIMITED,JONES OIL LIMITED,KILLALA ROAD,BALLINA,NA,CO. MAYO
1005203,Marked Fuel Trader's Licence                                                                        ,JOHN PATRICK SCOTT,SCOTTS GROCERY AND BAR,AGHAGOWER,WESTPORT,NA,CO. MAYO
1005584,Marked Fuel Trader's Licence                                                                        ,JOHN KEANE,KEANES FARM MACHINERY,CLAREMORRIS ROAD,BALLA,CASTLEBAR,CO. MAYO
1005582,Marked Fuel Trader's Licence                                                                        ,JOHN HEALY,HEALYS BAR,BARNATRA,BALLINA,NA,CO. MAYO
1005817,Marked Fuel Trader's Licence                                                                        ,JOHN CORCORAN,CORCORAN FUELS AND CORNER SHOP,KNOCKMORE VILLAGE,BALLINA,NA,CO. MAYO
1014323,Marked Fuel Trader's Licence                                                                        ,JOHN & CATHERINE WALSH & SONS LIMITED,JOHN & CATHERINE WALSH & SONS LIMITED T/A WALSHTOWN SERVICE STATION,WALSHTOWN SERVICE STATION,"WALSHTOWN, KILTIMAGH",NA,CO. MAYO
1009381,Marked Fuel Trader's Licence                                                                        ,HILLSIDE SERVICE STATION LTD,HILLSIDE SERVICE STATION LTD,BALLYHAUNIS ROAD,CLAREMORRIS,NA,CO. MAYO
1006550,Marked Fuel Trader's Licence                                                                        ,HENRY GAUGHAN,NA,DRUM,CLOGHER,BALLINA,CO. MAYO
1004146,Marked Fuel Trader's Licence                                                                        ,GREG CONROY,GREG CONROY,GLENAMOY,BALLINA,NA,CO. MAYO
1012314,Marked Fuel Trader's Licence                                                                        ,GOLDEN MILE SERVICE STATION LIMITED,GOLDEN MILE SERVICE STATION,BREAFFY ROAD,CASTLEBAR,NA,CO. MAYO
1004694,Marked Fuel Trader's Licence                                                                        ,GILLESPIE MOTORS LTD,GILLESPIE MOTORS LTD,KILLALA ROAD,BALLINA,NA,CO. MAYO
1011407,Marked Fuel Trader's Licence                                                                        ,GERAGHTY'S GARAGE LIMITED,NA,BRIDGE ROAD,BELMULLET,NA,CO. MAYO
1004672,Marked Fuel Trader's Licence                                                                        ,GANNONS GARAGE (WESTPORT) LTD,GANNONS GARAGE (WESTPORT) LTD,BELCLARE,WESTPORT,NA,CO. MAYO
1005239,Marked Fuel Trader's Licence                                                                        ,FRED O'CONNOR (CONG) LTD,O'CONNORS,CONG,NA,NA,CO. MAYO
1005846,Marked Fuel Trader's Licence                                                                        ,FRANCIS CONVEY,FRANK CONVEY FUEL,CLOONISHAN,BALLINA,NA,CO. MAYO
1011786,Marked Fuel Trader's Licence                                                                        ,F & D MCDONNELL ENTERPRISES LIMITED,NA,BALLINDINE,NA,NA,CO. MAYO
1004934,Marked Fuel Trader's Licence                                                                        ,EMO OIL LTD,BURKE AND COYNE OIL,COLLNAHA,AGHAMORE,BALLYHAUNIS,CO. MAYO
1004856,Marked Fuel Trader's Licence                                                                        ,EMO OIL LTD,CLEW BAY OIL,CUSHIN,WESTPORT,NA,CO. MAYO
1005845,Marked Fuel Trader's Licence                                                                        ,EMMA MANGAN,MANGANS SERVICE STATION,ARDNAREE,BALLINA,NA,CO. MAYO
1014328,Marked Fuel Trader's Licence                                                                        ,DOHERTY'S RETAIL SERVICES LIMITED,DOHERTYS MULRANNY,9 MULRANNY,WESTPORT,NA,CO. MAYO
1005345,Marked Fuel Trader's Licence                                                                        ,DERFAL LTD,GULF OIL BALLINROBE,CASTLEBAR ROAD,BALLINROBE,NA,CO. MAYO
1004061,Marked Fuel Trader's Licence                                                                        ,DANNY & TERESA ROCHE,CENTRA,MAIN STREET,BALLA,NA,CO. MAYO
1011845,Marked Fuel Trader's Licence                                                                        ,D. MURPHY & SONS AUTOSALES (IRL.) LIMITED,NA,DEVLIS,BALLYHAUNIS,NA,CO. MAYO
1004442,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,CORRIB OIL CO LTD,GOLDEN MILE INDUSTRIAL ESTATE,BREAFFY ROAD,CASTLEBAR,CO. MAYO
1004586,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,CORRIB OIL CO LTD,BALLINDINE ROAD,CLAREMORRIS,NA,CO. MAYO
1006026,Marked Fuel Trader's Licence                                                                        ,CLARKE'S AUTO SERVICE (BALLINA) LTD,NA,KILLALA ROAD,BALLINA,NA,CO. MAYO
1005577,Marked Fuel Trader's Licence                                                                        ,CHARLES AND PATRICK DALY,ERRIS MOTORS,BANGOR,ERRIS,BALLINA,CO. MAYO
1007919,Marked Fuel Trader's Licence                                                                        ,CERISE FEATHER LIMITED,TUFFY'S GALA CONVENIENCE STORE,TUFFY'S GALA,STATION ROAD,BALLINA,CO. MAYO
1005708,Marked Fuel Trader's Licence                                                                        ,CAWLEYS OF RAKESTREET LTD,CAWLEYS OF RAKESTREET LTD,RAKESTREET,CASTLEHILL,BALLINA,CO. MAYO
1004268,Marked Fuel Trader's Licence                                                                        ,CASSIDY MOTORS LTD,CASSIDY MOTORS LTD,SLIGO ROAD,CHARLESTOWN,NA,CO. MAYO
1007714,Marked Fuel Trader's Licence                                                                        ,CASEY QUICKSTOP CASTLEBAR LTD,CASEY QUICKSTOP CASTLEBAR LTD,KNOCKCROGHERY,CASTLEBAR,NA,CO. MAYO
1005685,Marked Fuel Trader's Licence                                                                        ,BROOKLANDS OIL CO LTD,BROOKLANDS OIL CO LTD,CHURCH ROAD,BALLINA,NA,CO. MAYO
1005468,Marked Fuel Trader's Licence                                                                        ,BALLINDINE OILS LTD,BALLINDINE OILS LTD,SKEVARD,BALLINDINE,CLAREMORRIS,CO. MAYO
